"gene_id"	"gene_short_name"	"CtlHIO_0"	"CtlHIO_1"	"CtlHIO_2"	"EcoliHIO_0"	"EcoliHIO_1"	"EcoliHIO_2"	"HIO_0"	"HIO_1"	"HIO_2"	"HuSI_Duo_A_0"	"HuSI_Duo_A_1"	"HuSI_Dist_A_0"	"HuSI_Dist_A_1"	"HuSI_Dist_A_2"	"HuSI_Dist_A_3"	"HuSI_F_0"	"HuSI_F_1"	"HuSI_F_2"	"HuSI_F_3"	"HuSI_F_4"	"HuSI_F_5"
"ABRA"	"ABRA"	0.0218634	0.0108741	0	0	0.0460901	0.014362	0.0327519	0.0107278	0.20176	0	0	0	0.0453367	0.102751	0	0.133979	0.135583	0.13387	0.118679	0.0485037	0.097744
"ABRACL"	"ABRACL"	67.1791	69.7108	79.6598	81.7776	62.4812	70.7534	74.7704	69.7548	85.4558	80.0937	59.9092	64.5919	65.5923	69.8431	69.2056	60.3671	36.4379	48.194	38.8586	58.2588	58.4489
"ABT1"	"ABT1"	24.6279	21.2652	24.2711	23.3805	22.0719	20.6866	21.239	21.2847	16.7263	13.538	16.413	14.6017	13.7415	11.4233	11.035	11.6445	8.43864	8.60615	9.99313	10.3405	9.46488
"ABTB1"	"ABTB1"	6.44455	6.6549	8.31691	17.5043	19.1963	21.6623	9.63209	9.7718	14.7642	25.8337	14.4515	21.259	16.8335	19.5697	17.2061	9.43976	7.98289	5.93407	8.04513	7.06022	6.0542
"ABTB2"	"ABTB2"	2.56937	3.8827	2.40888	2.67235	5.16051	4.48903	3.40944	3.49282	2.60708	10.7403	7.80645	7.785	6.70245	4.71261	9.4676	0.403519	0.782462	0.859908	0.738378	0.504641	0.440382
"ACAA1"	"ACAA1"	60.5847	79.5978	58.3178	88.6895	58.469	61.0358	90.7133	96.5572	55.3834	121.679	130.518	117.601	94.8715	83.5983	86.0093	62.8861	39.3706	33.8815	40.7742	36.3461	46.4344
"ACAA2"	"ACAA2"	74.2819	81.3634	107.623	65.2777	64.3161	63.2996	59.7378	66.0209	100.43	149.412	125.919	157.498	143.196	112.744	149.144	44.7134	61.1139	40.2582	92.1613	45.5279	45.672
"ACACA"	"ACACA"	10.8549	12.9894	11.0249	5.41504	5.36697	4.99273	9.27056	9.54857	7.5671	5.43526	4.47514	3.491	3.854	4.62374	3.66759	6.106	8.42741	6.8987	11.0872	5.46906	6.85028
"ACACB"	"ACACB"	2.50318	2.02626	1.77029	1.45558	1.50285	1.46158	2.16708	2.29235	1.66009	8.33098	8.71198	12.3646	8.63862	8.22541	8.65638	4.74331	4.2287	4.73868	5.27855	4.26606	3.88446
"ACAD10"	"ACAD10"	7.81395	6.86362	8.24113	6.79447	6.7467	6.42065	6.95781	7.53268	7.19362	13.4565	15.4523	16.2251	12.5803	11.1392	12.2219	12.0092	7.34183	10.8992	7.70555	10.5247	9.40279
"ACAD11"	"ACAD11"	5.51513	5.14676	5.37706	3.47405	4.51203	4.58057	5.91872	6.16533	6.82439	22.6652	25.7629	31.5896	15.153	15.0247	19.1599	13.3193	6.23146	18.6882	5.66119	16.1195	17.5121
"ACAD8"	"ACAD8"	9.34587	10.5115	10.7841	8.50054	6.49365	6.56556	11.0611	12.5482	12.4149	16.5794	15.4301	13.1696	12.3741	12.771	10.3706	9.4647	9.0375	8.58827	9.33576	8.14303	8.66035
"ACAD9"	"ACAD9"	12.856	14.991	15.4357	11.8879	10.336	9.10915	14.0552	13.7301	11.1359	12.0224	13.7614	14.0532	13.8671	12.388	10.9025	11.6876	11.4539	11.5854	12.4872	10.7236	11.5171
"ACADL"	"ACADL"	0.0273693	0.14556	0.0268394	0.0220116	0.0171378	0.0480623	0	0.0359005	0.239129	0.395364	0	0	0.151939	0.286957	0.125767	2.01151	0.167148	0.136876	0.0610963	0.0811518	0.915802
"ACADM"	"ACADM"	28.0841	25.6797	25.9694	19.0541	12.7668	13.6426	25.8367	24.0605	22.6757	69.7005	110.785	95.5679	56.8585	47.8753	73.7521	18.5438	22.2744	16.8496	19.8608	19.5736	18.9395
"ACADS"	"ACADS"	19.4006	17.9203	27.6698	39.0278	21.9793	22.3854	29.7169	26.5427	38.8588	94.7509	87.0217	96.9189	57.3823	85.9517	60.5713	36.7599	32.0174	20.337	34.3444	30.9777	22.7788
"ACADSB"	"ACADSB"	5.87382	5.92535	5.90302	2.70021	2.41042	2.58524	5.50154	5.63585	8.65914	39.1782	44.3323	15.3857	6.90379	6.28178	8.05248	5.84722	10.8863	12.634	11.11	12.9328	9.76566
"ACADVL"	"ACADVL"	267.679	290.077	318.368	363.032	455.45	496.604	363.468	384.886	301.225	507.813	421.602	467.377	377.016	311.085	392.04	100.905	88.5694	94.7111	101.805	95.7201	90.9365
"ACAN"	"ACAN"	0.016389	0.434973	0.051498	0.0172502	0.040825	3.79995	0.0338757	0.0285071	0.11202	0	0.0372901	0	0	0.0467247	0.0687895	0.0476602	0.28669	0.081908	0.229231	0.0792556	0.0897066
"ACAP1"	"ACAP1"	0.443083	0.457339	0.732317	0.852805	1.19027	1.76441	1.09216	1.03298	0.837392	11.0427	8.95904	17.0099	14.6213	12.2984	6.6758	1.67012	0.837115	1.88896	0.949702	2.4066	2.39062
"ACAP2"	"ACAP2"	9.64192	8.13186	8.71463	5.42167	6.38843	7.77521	7.68409	7.81827	12.0472	11.3983	13.361	12.7607	14.2581	12.6693	11.3456	12.4723	14.0567	14.066	11.2967	12.4634	14.8263
"ACAP3"	"ACAP3"	23.7053	23.0405	26.1978	33.1481	24.4971	30.0394	43.1963	38.705	23.4896	17.9247	12.5063	14.5488	10.5638	12.2283	10.2185	18.2551	14.6777	13.3259	15.2931	11.8429	13.4008
"ACAT1"	"ACAT1"	20.1574	22.1264	18.3274	12.4926	8.60695	5.19951	20.0183	19.3056	12.6294	63.6063	74.3164	64.6907	25.9224	21.4683	36.0715	7.48202	12.7633	10.4777	14.3627	9.0662	7.82451
"ACAT2"	"ACAT2"	57.4759	71.3975	87.0059	28.7083	23.8513	32.0855	57.4938	68.081	41.3499	33.1214	16.951	12.0232	11.1112	21.737	14.868	10.8099	15.189	11.6722	19.9326	8.32049	13.5187
"ACBD3"	"ACBD3"	22.4192	23.397	21.1111	25.4616	36.3433	41.1005	21.5441	22.2927	28.6436	16.1768	16.0805	15.0368	18.175	16.1663	21.2775	20.0659	21.1072	18.1157	18.2675	19.4763	19.6328
"ACBD4"	"ACBD4"	9.39745	8.44771	13.1399	12.9655	12.0448	11.8728	8.52048	9.91578	10.6915	38.4772	32.3571	45.3057	23.3544	25.0095	15.7414	10.0314	7.76071	7.40122	9.01183	8.7133	8.23036
"ACBD5"	"ACBD5"	12.9365	11.4675	17.195	10.9051	13.5004	13.0307	20.0473	19.9251	24.4829	28.0706	34.2512	32.8036	30.8992	34.9872	30.6521	19.1852	18.7875	17.7096	17.582	23.1267	14.1688
"ACBD6"	"ACBD6"	17.9066	18.7166	22.1623	24.2605	22.6144	16.6789	14.9435	15.4035	14.6442	12.8185	16.5985	14.4195	11.4151	13.4966	12.5477	16.2828	14.5035	16.1093	14.2538	17.2182	17.5901
"ACBD7"	"ACBD7"	1.8405	1.2349	1.44371	1.04434	1.74472	1.1336	1.06875	1.08868	1.09688	0.772851	0.643754	0.421933	0.582818	0.123837	0.589727	1.47822	3.06955	2.96551	2.95624	2.26613	3.13369
"ACCS"	"ACCS"	6.07793	5.18434	6.38385	4.75209	4.28522	3.67626	4.70514	4.07734	3.51602	9.50916	5.69977	10.6073	10.3058	8.85454	7.57845	11.2707	11.4185	8.99294	8.38389	6.07732	7.38919
"ACCSL"	"ACCSL"	0	0	0	0.0173333	0	0	0	0.0169291	0.0198994	0	0	0	0.0720661	0	0	0.0136913	0.0112562	0.0351943	0.0288006	0.0127515	0.0154181
"ACD"	"ACD"	9.91749	10.1483	11.723	14.6705	15.109	14.9965	7.42269	7.19138	5.83725	6.38893	4.67486	6.00061	4.94122	5.44275	4.40382	11.9662	8.09052	8.33978	7.70644	8.78826	8.04625
"ACE"	"ACE"	0.358631	0.358449	0.675966	1.01173	0.422402	0.574315	1.80377	1.34951	1.75434	129.559	211.005	289.927	198.311	258.686	249.569	85.5726	13.8569	105.151	12.5606	104.813	18.9274
"ACE2"	"ACE2"	25.9592	39.2628	11.8322	28.3694	4.94589	16.5427	53.4622	59.2656	102.344	130.581	192.556	251.403	156.285	239.715	233.302	154.785	72.0698	235.778	52.0285	231.556	139.178
"ACER1"	"ACER1"	0	0	0.0694183	0	0	0	0	0	0.0363819	0	0	0	0.133968	0.151777	0	0.0222273	0	0	0	0.0698736	0
"ACER2"	"ACER2"	13.1871	14.2728	9.69661	2.80624	3.03292	6.29284	15.7873	16.4775	14.7298	4.93945	4.096	5.37109	1.74554	1.68134	1.79067	2.52017	4.33623	1.77263	3.06824	2.63131	1.67549
"ACER3"	"ACER3"	4.88419	4.53403	3.52006	1.94245	2.24767	2.40759	3.78911	3.72099	2.86721	10.6039	9.71313	5.16611	6.13297	7.04369	7.24042	3.62809	4.13801	6.83642	4.49226	5.52079	6.62162
"ACHE"	"ACHE"	4.49568	3.92752	2.61029	8.71416	7.9301	10.6694	2.75124	2.64237	4.85946	11.5724	3.41265	11.4389	7.31663	7.2649	14.1781	2.51456	6.90439	2.61303	6.95653	3.66202	2.89826
"ACIN1"	"ACIN1"	53.1117	62.9664	62.0123	68.2431	78.537	71.9179	79.9117	85.9056	62.8073	39.668	34.5323	37.2646	37.4517	39.0162	36.8122	54.4017	49.2335	51.318	47.1665	51.0447	50.0677
"ACLY"	"ACLY"	69.3808	80.0402	76.6772	39.0828	33.0584	31.1236	67.5642	69.7417	53.3514	47.5665	43.7585	46.1822	38.3287	38.0627	36.5938	40.4125	32.0693	45.2874	35.6515	55.0601	42.0856
"ACMSD"	"ACMSD"	0.716126	1.43172	0.410651	2.09151	0.0374591	0.630316	3.71312	3.81886	5.41127	0.585688	0.616292	0	0	0	0	0.0674368	0.99069	0.0543431	0.222353	0.0590686	0.0952274
"ACN9"	"ACN9"	9.46592	8.55992	10.5627	12.4367	8.11894	6.64103	8.00994	7.42608	7.23656	8.39759	11.1046	10.6645	7.96135	7.67171	7.22027	6.73525	3.80929	5.37195	3.7429	5.99478	6.53563
"ACO1"	"ACO1"	21.6394	21.5259	21.8147	17.9491	16.9168	14.1714	19.6108	19.7475	15.6927	50.672	47.3655	47.7479	31.78	30.3112	37.4467	40.1635	18.379	51.2369	19.6832	61.9194	39.7409
"ACO2"	"ACO2"	26.737	32.6148	31.8017	29.6859	26.6994	27.1967	22.3668	23.927	29.4685	134.284	136.159	143.86	128.695	122.495	122.521	75.0181	42.3607	74.9366	49.0361	81.1642	60.2239
"ACOT1"	"ACOT1"	1.20615	1.52631	1.16227	1.72409	0.784158	0.523604	1.76843	1.72088	1.83892	5.61563	7.29576	2.46419	20.0411	3.7847	1.85341	2.52764	0.481008	0.894233	2.76081	0.854175	0.94376
"ACOT11"	"ACOT11"	8.45921	9.50327	12.463	6.61889	5.19915	6.78634	13.6825	12.9094	8.34548	36.1999	30.9472	30.0306	23.7495	24.7839	24.342	14.8495	11.432	13.6925	16.4414	13.8045	13.4564
"ACOT12"	"ACOT12"	0.016684	0.0155436	0.0171876	0.0147312	0	0.0205182	0.0328244	0.0153272	0.0360518	0.0905563	0.443762	0.615868	0.586077	0.664115	0.64489	0.148777	0.0305986	0.0796635	0	0.0808301	0.083781
"ACOT13"	"ACOT13"	12.5245	13.573	17.8797	17.3355	16.4956	16.3089	13.7288	14.2504	16.5304	6.09868	6.37566	6.14492	5.83494	7.58197	5.69132	6.79255	10.476	5.73203	12.234	6.08484	6.51679
"ACOT2"	"ACOT2"	8.28521	7.60557	7.52419	7.43887	3.3106	3.74376	6.30157	6.1916	5.84543	27.4222	22.4486	15.5412	23.3514	13.6653	12.311	12.5582	5.91234	6.37823	10.3642	8.41252	7.64325
"ACOT4"	"ACOT4"	0.187618	0.291293	0.236327	0.28298	0.109747	0.205187	0.157793	0.229899	0.653069	5.19598	3.12512	3.46974	2.69841	3.33549	1.91643	2.09472	0.509456	2.07077	0.570289	1.09656	2.44238
"ACOT6"	"ACOT6"	0.0405566	0.0346687	0.115064	0	0	0	0	0.0342023	0.0804064	0	0.408138	0	0.148617	0.168367	0.180789	0.0554567	0.0227142	0.14204	0.0581177	0.0257318	0
"ACOT7"	"ACOT7"	16.5997	20.2142	21.4141	16.2241	15.5134	6.8398	16.2598	17.2741	10.1849	51.241	60.6085	58.8552	58.8284	45.6969	63.6659	10.8049	19.3446	9.71692	22.8739	14.8264	11.1073
"ACOT8"	"ACOT8"	11.7295	13.6803	13.3897	20.6916	16.1271	16.7804	17.1991	15.8447	15.9307	23.8854	28.7636	26.5345	17.7013	27.3855	22.3987	15.1891	12.5759	12.9012	14.6457	14.6299	11.8186
"ACOT9"	"ACOT9"	22.1457	25.2407	18.538	17.3557	23.3577	19.488	20.4505	19.4144	13.2146	17.5915	17.3724	15.1464	17.7323	14.8538	18.6589	6.73095	9.08949	9.58503	8.61316	8.84946	8.14518
"ACOX1"	"ACOX1"	25.4049	21.5499	15.7802	17.3497	15.7011	17.5975	17.6633	17.6329	17.5202	41.2179	43.5182	33.1755	36.7845	31.8076	39.3662	18.3465	15.4223	20.7874	15.8902	27.4325	15.8624
"ACOX2"	"ACOX2"	7.04665	5.90157	8.91914	4.07638	2.10311	2.01823	6.02847	6.51097	6.85897	22.012	32.619	35.6039	21.6417	22.7141	15.9845	28.2843	12.8699	16.0662	13.0037	20.7288	20.5646
"ACOX3"	"ACOX3"	8.29835	8.08207	8.18027	10.9035	9.69097	10.214	8.2461	7.41693	6.87626	7.74128	7.65251	7.21422	8.65307	7.46558	5.55396	6.28971	5.51132	7.21733	6.46626	9.25319	6.13084
"ACOXL"	"ACOXL"	0.053673	0.0639221	0.0282874	0.066163	0.0903119	0.151966	0.0393569	0.0126124	0.0148253	0.160957	0.14546	0	0	0.0605329	0	0.333033	0.0922733	0.052456	0.0965842	0.123538	0.252781
"ACP1"	"ACP1"	93.8796	86.4551	98.6736	108.273	119.793	118.799	92.3446	94.3897	84.7877	58.5651	74.775	66.1183	58.5488	61.1818	64.3739	61.6439	50.3665	60.2679	52.8958	57.9515	58.9476
"ACP2"	"ACP2"	8.78255	10.0396	9.2634	13.0945	7.40829	8.17126	11.8739	11.7336	11.3787	51.8365	42.1443	38.7085	26.6382	27.7509	25.181	42.3656	19.9568	36.9147	20.8509	45.4851	29.7788
"ACP5"	"ACP5"	6.871	4.41429	4.0557	11.0267	3.85588	7.05463	5.53231	4.90316	7.86024	34.105	28.529	32.3109	29.2331	20.429	28.2938	93.0485	27.7554	50.2107	18.1823	67.8012	72.5372
"ACP6"	"ACP6"	38.8487	33.2282	37.0289	45.8924	45.3342	43.2699	26.8716	27.4257	22.6545	4.64922	9.6065	5.12101	6.68069	4.36097	6.37195	9.4163	8.68666	8.04881	7.76173	7.57964	7.19191
"ACPL2"	"ACPL2"	7.55215	9.79863	7.76196	5.82264	7.65925	6.53245	7.95196	7.86608	8.12195	3.78345	5.65902	5.35517	5.0344	5.22878	5.53544	8.29945	9.83291	8.18392	9.82558	8.28876	10.1359
"ACPP"	"ACPP"	2.84654	2.93927	2.50888	1.8965	0.71362	1.75594	4.52408	4.44116	2.42987	3.59401	2.20878	2.11703	3.03368	3.04936	2.17633	0.770236	0.771706	1.5158	0.942516	1.07317	1.11687
"ACPT"	"ACPT"	0.0882971	0.0242628	0.0268424	0.0973417	0	0.0640903	0	0	0.028136	0	0	0	0.102742	0	0	0.0791272	0.0795382	0.0994757	0.040702	0.108126	0.0435787
"ACR"	"ACR"	0	0.0951362	0.131564	0.2737	0.470444	0.376955	0.0498473	0.0234641	0.110324	0	0.137625	0.160738	0	0.342149	0.123675	0.769372	0.343074	0.219412	0.259352	0.229658	0.277682
"ACRBP"	"ACRBP"	0.319225	0.362704	0.528943	0.429001	0.838544	0.60969	0.145259	0.341559	0.592671	6.43997	6.41418	6.36773	4.84286	5.01721	7.70089	0.739829	0.767859	0.794643	1.10686	0.80861	1.02214
"ACRC"	"ACRC"	0.424035	0.382288	0.464173	0.406706	0.882581	0.837369	0.962455	1.12218	1.17865	0.631977	0.369342	0.832607	0.776077	1.09931	0.724497	0.487938	0.569079	0.363658	0.540168	0.277328	0.502898
"ACRV1"	"ACRV1"	0.108015	0.114246	0.201407	0	0.205692	0.0481363	0.146361	0.143839	0.982071	0	0.354793	0	0	0.177367	0	0.156155	0.224673	0.217594	0.239379	0.108193	0.401475
"ACSBG1"	"ACSBG1"	0.0714898	0.150456	0.0884059	0.0532367	0	0.0529722	0.0604736	0.0692532	0.127944	0.455633	0.170472	0.179036	0.376047	0.331438	0.776308	0.165732	0.485099	0.123486	0.461253	0.156602	0.333644
"ACSBG2"	"ACSBG2"	0.0728744	0.0995058	0.0611586	0.0399964	0.0937241	0.0438076	0.0316233	0.0327224	0.0256424	0	0.0627323	0.164168	0.184423	0.104493	0	0.220791	0.137852	0.260879	0.204203	0.353427	0.24845
"ACSF2"	"ACSF2"	27.8759	32.5533	30.8588	44.409	66.6308	58.0945	30.5515	35.5568	43.4703	25.7224	23.8293	25.5644	18.6365	24.541	20.4938	27.9396	25.203	14.5359	26.3524	19.7397	21.002
"ACSF3"	"ACSF3"	3.66798	5.02124	5.04393	5.71765	4.13429	4.01931	4.5485	4.61515	5.3032	12.8121	14.114	13.1473	9.6591	12.225	8.37327	8.52862	4.86535	6.36909	4.74242	6.99878	6.73419
"ACSL1"	"ACSL1"	10.227	14.5455	12.0371	4.76278	4.86294	7.67832	24.214	25.0533	18.6177	37.8698	14.0834	17.3347	13.4984	9.09836	8.53267	4.06903	4.76607	3.80054	4.63605	4.01365	6.54906
"ACSL3"	"ACSL3"	35.4153	39.1875	26.4999	21.0811	17.5998	28.2013	35.2538	35.9806	26.3413	22.9375	15.0173	16.0352	14.2085	17.8352	16.0676	11.7845	13.0203	12.5734	15.9395	10.1747	13.519
"ACSL4"	"ACSL4"	23.3665	19.0804	16.5566	16.4822	17.0551	18.6716	20.8768	21.2466	13.9317	16.5208	10.4363	10.2461	14.7892	9.63893	15.8487	3.92387	6.87028	5.29049	5.16368	5.48523	6.52256
"ACSL5"	"ACSL5"	25.3706	21.9957	20.9543	22.1074	22.4104	26.1478	34.7148	36.2544	64.0421	329.796	389.029	489.537	414.865	296.488	528.564	103.954	72.4663	177.88	60.5684	184.078	116.908
"ACSL6"	"ACSL6"	0.0858114	0.0909668	0.128037	0.0668661	0.0866091	0.0720864	0.291446	0.278191	0.495805	4.26405	4.43145	4.57409	2.30065	0.555422	3.05746	0.66603	0.679291	0.531072	0.469894	0.694973	0.71432
"ACSM1"	"ACSM1"	0.183425	0.285257	0.398635	0.296996	0.615141	0.594875	0.0561875	0.162927	0.0174103	0.615768	0.42852	0.327445	0.817635	0.570153	0.701015	0.125586	0.108346	0.230974	0.113408	0.0892651	0.269829
"ACSM2A"	"ACSM2A"	0	0.0100466	0	0	0	0	0.00894805	0.00991147	0.0116505	0.0473212	0	0	0.0836939	0.0474213	0	0.0256143	0.0725263	0.0927678	0.0843497	0.1942	0.0903113
"ACSM2B"	"ACSM2B"	0	0	0	0	0	0	0	0	0	0	0.143229	0	0	0.0596033	0	0.0644857	0.0571176	0.155003	0.0208112	0.464677	0.11141
"ACSM3"	"ACSM3"	17.1677	16.4904	15.1963	21.5265	29.092	19.1776	7.56303	8.12369	4.88043	5.36536	5.26307	5.90522	7.26735	3.75043	7.53124	4.46022	9.0584	3.80907	10.7057	3.16046	5.36708
"ACSM4"	"ACSM4"	0.0173537	0	0	0.0165394	0	0	0.0171115	0.0177763	0	0	0	0.0959797	0.0757478	0	0.187109	0.0994018	0.118187	0.240196	0.16632	0.107111	0.372339
"ACSM5"	"ACSM5"	0	0	0.0138499	0	0	0	0	0.0247009	0.0145174	0.678826	0.711905	0.416766	1.46421	0.355546	1.0385	0.0363283	0.123216	0.0642092	0.0525444	0.111668	0.0225032
"ACSS1"	"ACSS1"	7.7556	11.4251	10.5316	14.7625	10.6236	10.8448	18.6274	19.5286	10.5834	50.3001	47.5925	63.3405	40.7969	45.3998	34.432	53.7051	29.4133	47.4643	34.7857	44.7468	42.1814
"ACSS2"	"ACSS2"	41.2637	48.8455	75.0219	41.0656	39.0684	84.3153	60.1451	66.4722	86.1165	125.344	87.5982	86.5542	69.6532	90.2889	70.1906	11.9087	24.044	7.83756	25.6265	8.06367	9.40627
"ACSS3"	"ACSS3"	3.14441	3.47956	3.6001	1.38909	3.32354	1.87709	0.999621	0.870274	0.602413	0.666034	0.832608	0.999797	1.71422	1.71131	1.06642	2.68705	2.01983	3.86161	1.43191	1.88009	3.33936
"ACTA1"	"ACTA1"	0.352393	0.732046	0.19056	0.334701	0.121678	0.284369	0.438967	0.19117	105.19	0	0.124151	0.145139	0.181766	0	0.111892	17.292	1.99078	7.59303	0.903141	0.191937	9.92114
"ACTA2"	"ACTA2"	132.087	67.3451	66.3811	49.1131	84.6281	27.2101	123.2	136.915	24.6119	199.237	277.262	150.417	383.137	238.081	361.307	47.0385	647.697	230.644	469.966	259.082	202.832
"ACTB"	"ACTB"	2838.57	3055.07	2590.55	3112.02	1967.5	2156.81	2363.49	2136.83	1508.66	1651.88	1753.5	1756.18	2199.25	2144.83	2072.87	1204.03	1209.15	1053.15	1271.6	1346.95	936.406
"ACTBL2"	"ACTBL2"	0.039071	0.0535306	0.0236888	0.0105342	0.0151261	0	0	0.0105621	0	0	0	0	0	0	0	0.0072461	0	0	0.00898827	0	0.00962354
"ACTC1"	"ACTC1"	0.62247	2.86898	0.448406	0.546507	0.853351	1.06014	0.452588	0.478264	565.586	0.425591	0.134638	0.0466738	0.0660458	0.0374227	0.041155	4.28461	10.5057	2.21812	7.35405	0.466836	2.37215
"ACTG1"	"ACTG1"	2485.74	2730.74	2582.09	4091.32	3880.65	3521.15	1789.53	1649.76	1205.34	904.416	1272.39	1133.02	1120.93	980.095	1076.75	917.342	1034.31	962.609	1285.76	1182.88	868.087
"ACTG1P4"	"ACTG1P4"	0.148251	0.18705	0.155203	0.0789046	0.110113	0.144111	0.158946	0.246044	0.162682	0	0.178118	0.190469	0.130686	0.59234	0.0808803	0.388252	0.613546	0.447616	0.601775	0.613966	0.490233
"ACTG2"	"ACTG2"	60.02	34.3693	21.5612	15.6381	22.8824	12.1715	45.1475	44.6124	9.24598	178.803	652.093	50.3205	490.93	446.739	449.867	35.2483	969.733	320.999	847.905	525.681	261.764
"ACTL10"	"ACTL10"	0.547162	0.5321	0.790505	0.846192	0.257751	0.281109	1.00071	0.53994	0.458375	1.11581	0.52086	0.119166	0.445915	0.577469	0.631014	1.49397	1.00734	0.826388	1.07181	0.621429	0.806023
"ACTL6A"	"ACTL6A"	29.9496	32.4889	36.2693	19.1453	18.3969	15.6164	27.3088	29.4555	23.3883	23.5132	25.8259	22.8313	28.3411	26.2048	28.0185	23.084	24.9296	22.1687	24.3847	21.1953	26.3538
"ACTL6B"	"ACTL6B"	0.0202017	0	0.0693593	0	0	0.027601	0.0200378	0.0206167	0	0.553098	0.120383	0.123528	0.440732	0.099876	0.108585	0.269342	3.2891	0.66417	2.73509	0.807313	0.84473
"ACTL7A"	"ACTL7A"	0	0	0	0	0	0.0298023	0.0225664	0	0	0	0.130321	0	0	0	0	0.00929836	0	0	0	0	0
"ACTL7B"	"ACTL7B"	0	0	0	0	0	0	0.0263133	0.0227423	0	0	0	0	0	0	0	0.00555404	0	0	0	0	0
"ACTL8"	"ACTL8"	0.0589697	0.0334706	0.111088	0	0	0.0221032	0.0363059	0.0495305	0.0194069	0.124142	0	0	0.070248	0	0	0.0118128	0	0.0343243	0.0280886	0.0124363	0.0150369
"ACTL9"	"ACTL9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00559648	0	0	0	0	0
"ACTN1"	"ACTN1"	70.5174	79.5865	80.065	49.8761	50.588	46.3458	59.8374	60.6487	63.9621	33.5887	54.044	22.1851	62.3895	47.7956	52.3376	28.6169	77.4889	54.5178	78.4582	66.5506	47.8807
"ACTN1-AS1"	"ACTN1-AS1"	0	0.140476	0.155412	0.261402	0.198471	0.0927673	0.226861	0.0692932	0.0814508	0.500352	0	0	0.31428	0	0	0.180174	0.413175	0.07177	0.234926	0.0520073	0
"ACTN2"	"ACTN2"	0.047409	0.185963	0.0496602	0.0383522	0.126839	0.067755	0.0548835	0.0379576	30.8082	0.0377111	0.108384	0.107916	0.851156	0.663146	0.697071	1.46171	0.27361	0.842326	0.215407	0.529315	0.951353
"ACTN3"	"ACTN3"	0.573163	0.446255	0.291731	0.565472	2.84405	0.616183	0.0707344	0.120067	1.55248	0	0.11493	0	0.0844971	0.0478759	0.052549	0.113812	0.019966	0.0691006	0.0255435	0.0527796	0.191454
"ACTN4"	"ACTN4"	223.563	256.296	253.728	234.604	205.979	275.377	141.263	136.863	153.313	187.604	168.927	193.984	183.032	163.611	167.764	222.342	152.927	204.597	156.68	268.521	181.569
"ACTR10"	"ACTR10"	19.0042	20.1803	18.3763	14.5985	11.2085	13.4903	21.1842	19.6153	21.835	14.6782	18.3945	20.4437	23.6079	25.0506	24.678	14.725	22.4815	16.2887	19.0631	16.0235	16.5333
"ACTR1A"	"ACTR1A"	30.7773	39.3855	32.7229	40.264	39.1177	37.3364	38.2928	40.9875	38.4202	39.2886	37.6293	35.4621	37.9229	39.7856	40.2144	18.2476	31.424	24.1101	29.1502	27.5815	24.0943
"ACTR1B"	"ACTR1B"	40.7807	39.2183	44.7323	57.2751	59.6056	55.881	43.1374	42.087	44.1953	47.1991	38.751	43.8435	34.0435	36.9775	32.6257	27.59	26.4936	19.2205	31.5708	19.9888	21.7542
"ACTR2"	"ACTR2"	112.223	111.292	92.1027	62.2673	52.8467	64.113	97.3628	94.7419	100.107	95.4436	96.2415	100.282	111.125	114.266	128.813	90.1487	76.9816	83.4843	75.8078	84.5967	94.7637
"ACTR3"	"ACTR3"	79.2686	91.7001	82.5641	59.2067	59.4211	76.8823	78.9449	81.4678	88.6971	84.2522	88.2643	81.8367	90.8282	95.5593	111.221	48.7158	57.107	58.1986	53.9374	57.9128	59.0415
"ACTR3B"	"ACTR3B"	7.59726	6.74677	7.46245	10.486	11.6811	6.59662	6.30284	5.197	6.11219	2.64505	2.53296	2.47523	2.44676	2.22988	2.33224	3.01972	3.02798	2.71216	2.89288	2.07855	3.00831
"ACTR3BP2"	"ACTR3BP2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00463659	0	0	0	0	0
"ACTR3BP5"	"ACTR3BP5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161471	0	0
"ACTR3C"	"ACTR3C"	0	0.0273233	0.0302241	0	0	0	0	0	0.126736	1.92582	1.64404	1.47968	1.31076	3.09395	1.60762	2.16241	0.894693	1.29317	1.19308	1.23856	1.42373
"ACTR5"	"ACTR5"	2.91561	3.27875	4.42295	2.88678	3.22027	2.83329	3.11757	3.48716	4.09899	4.59081	3.94883	4.32474	3.56263	4.09477	4.29683	4.24253	4.44684	4.28867	4.69645	3.32518	4.52445
"ACTR6"	"ACTR6"	10.7155	9.04816	13.1266	8.91588	10.2157	10.5253	9.58601	10.3484	13.733	14.5441	17.0916	14.9594	15.9279	15.864	15.0499	10.0937	10.4479	9.62989	9.65971	11.1768	10.7913
"ACTR8"	"ACTR8"	8.30913	8.01721	8.19767	6.27357	8.47814	7.57257	7.30726	7.23027	6.94932	5.27637	6.22091	4.31025	6.12533	6.29305	5.91325	7.55863	10.7369	10.5615	9.85319	7.83992	8.98426
"ACTRT1"	"ACTRT1"	0	0	0.0247822	0	0	0	0	0	0	0	0	0	0	0	0	0.00421417	0	0	0.0187914	0	0
